"paper_id","topic_id","topic_title","title","authors","year","venue","citation_count","decision_label","relevance_score","decision_method","source_api","external_id","url","pdf_url","pdf_downloaded","pdf_path","parsed","abstract_preview"
"766","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","FEDERATED DEEP LEARNING WITH NON-IID DATA: GRADIENT CORRECTION MECHANISMS AND CONVERGENCE GUARANTEES","Baraa Mohammed Abed","2025","International Journal of Applied Mathematics","0","adjacent","0.5","llm","crossref","10.12732/ijam.v38i9s.859","https://doi.org/10.12732/ijam.v38i9s.859","","no","","yes","<jats:p>Federated learning (FL) faces significant performance degradation under non-IID data distributions, where client"
"767","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Optimizing Federated Learning on Non-IID Data with Reinforcement Learning","Hao Wang; Zakhary Kaplan; Di Niu; Baochun Li","2020","","939","adjacent","0.4","llm","openalex","10.1109/infocom41043.2020.9155494","https://doi.org/10.1109/infocom41043.2020.9155494","","no","","yes","The widespread deployment of machine learning applications in ubiquitous environments has sparked interests in exploitin"
"768","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Asynchronous Online Federated Learning for Edge Devices with Non-IID Data","Yujing Chen; Yue Ning; Martin Slawski; Huzefa Rangwala","2020","","411","adjacent","0.55","llm","openalex","10.1109/bigdata50022.2020.9378161","https://doi.org/10.1109/bigdata50022.2020.9378161","","no","","yes","Federated learning (FL) is a machine learning paradigm where a shared central model is learned across distributed device"
"769","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Communication-Efficient On-Device Machine Learning: Federated Distillation and Augmentation under Non-IID Private Data","Eunjeong Jeong; Seungeun Oh; Hyesung Kim; Jihong Park; Mehdi Bennis; Seong‐Lyun Kim","2018","arXiv (Cornell University)","443","exclude","0.1","llm","openalex","10.48550/arxiv.1811.11479","https://doi.org/10.48550/arxiv.1811.11479","https://arxiv.org/pdf/1811.11479","no","","no","On-device machine learning (ML) enables the training process to exploit a massive amount of user-generated private data "
"770","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","FedDC: Federated Learning with Non-IID Data via Local Drift Decoupling and Correction","Liang Gao; Huazhu Fu; Li Li; Yingwen Chen; Ming Xu; Chengzhong Xu","2022","2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","299","adjacent","0.55","llm","openalex","10.1109/cvpr52688.2022.00987","https://doi.org/10.1109/cvpr52688.2022.00987","","no","","yes","Federated learning (FL) allows multiple clients to collectively train a high-performance global model without sharing th"
"771","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Client Selection for Federated Learning With Non-IID Data in Mobile Edge Computing","Wenyu Zhang; Xiumin Wang; Pan Zhou; Weiwei Wu; Xinglin Zhang","2021","IEEE Access","213","adjacent","0.4","llm","openalex","10.1109/access.2021.3056919","https://doi.org/10.1109/access.2021.3056919","https://ieeexplore.ieee.org/ielx7/6287639/9312710/09345723.pdf","no","","yes","Federated Learning (FL) has recently attracted considerable attention in internet of things, due to its capability of en"
"772","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Federated Learning With Non-IID Data in Wireless Networks","Zhongyuan Zhao; Chenyuan Feng; Wei Hong; Jiamo Jiang; Chao Jia; Tony Q. S. Quek; Mugen Peng","2021","IEEE Transactions on Wireless Communications","157","adjacent","0.55","llm","openalex","10.1109/twc.2021.3108197","https://doi.org/10.1109/twc.2021.3108197","","no","","yes","Federated learning provides a promising paradigm to enable network edge intelligence in the future sixth generation (6G)"
"773","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Federated Learning on Non-IID Graphs via Structural Knowledge Sharing","Yue Tan; Yixin Liu; Guodong Long; Jing Jiang; Qinghua Lu; Chengqi Zhang","2023","Proceedings of the AAAI Conference on Artificial Intelligence","140","adjacent","0.4","llm","openalex","10.1609/aaai.v37i8.26187","https://doi.org/10.1609/aaai.v37i8.26187","https://ojs.aaai.org/index.php/AAAI/article/download/26187/25959","no","","yes","Graph neural networks (GNNs) have shown their superiority in modeling graph data. Owing to the advantages of federated l"
"774","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Adaptive Dynamic Pruning for Non-IID Federated Learning.","Sixing Yu; Phuong Nguyen; Ali Anwar; Ali Jannesari","2021","arXiv (Cornell University)","12","adjacent","0.4","llm","openalex","W3166954785","https://openalex.org/W3166954785","https://arxiv.org/pdf/2106.06921.pdf","yes","storage\pdfs\topic_1\paper_774.pdf","yes","Federated Learning~(FL) has emerged as a new paradigm of training machine learning models without sacrificing data secur"
"775","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Adaptive Federated Learning on Non-IID Data With Resource Constraint","Jie Zhang; Song Guo; Zhihao Qu; Deze Zeng; Yufeng Zhan; Qifeng Liu; Rajendra Akerkar","2021","IEEE Transactions on Computers","129","adjacent","0.4","llm","openalex","10.1109/tc.2021.3099723","https://doi.org/10.1109/tc.2021.3099723","","no","","yes","Federated learning (FL) has been widely recognized as a promising approach by enabling individual end-devices to coopera"
"776","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Non-IID Federated Learning With Sharper Risk Bound","Bojian Wei; Jian Li; Yong Liu; Weiping Wang","2022","IEEE Transactions on Neural Networks and Learning Systems","11","adjacent","0.4","llm","openalex","10.1109/tnnls.2022.3213187","https://doi.org/10.1109/tnnls.2022.3213187","","no","","yes","In federated learning (FL), the not independently or identically distributed (non-IID) data partitioning impairs the per"
"777","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","A Novel Framework for Concept Drift Detection for Classification Problems in Data Streams","Usman Ali; Tariq Mahmood","2023","","0","adjacent","0.4","llm","crossref","10.21203/rs.3.rs-3244928/v1","https://doi.org/10.21203/rs.3.rs-3244928/v1","","no","","yes","<jats:title>Abstract</jats:title>         <jats:p>In streaming data environments, data characteristics and probability d"
"778","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Intrusion Detection in IoT Data Streams based onEMNCD with Concept Drift","Renjie Chu; Peiyuan Jin; Hanli Qiao; Quanxi Feng","2023","","0","adjacent","0.4","llm","crossref","10.21203/rs.3.rs-3427585/v1","https://doi.org/10.21203/rs.3.rs-3427585/v1","","no","","yes","<jats:title>Abstract</jats:title>         <jats:p>With the widespread application of smart devices, the security of IoT "
"779","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","An Adaptive Ensemble Framework for Addressing Concept Drift in IoT Data Streams","Yafeng Wu; Lan Liu; Yongjie Yu; Guiming Chen; Junhan Hu","2023","","1","adjacent","0.4","llm","crossref","10.36227/techrxiv.23304461","https://doi.org/10.36227/techrxiv.23304461","","no","","yes","<jats:p>&lt;p&gt;In the modern era of digital transformation, the evolution of the fifth-generation (5G) wireless networ"
"780","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","EFR-IC: Ensemble Fuzzy association Rule-based classifier for Imbalanced data streams with Concept drift","Saeideh Roshanfekr; Mohammad Reza Razzazi","2023","","0","adjacent","0.4","llm","crossref","10.21203/rs.3.rs-3277347/v1","https://doi.org/10.21203/rs.3.rs-3277347/v1","","no","","yes","<jats:title>Abstract</jats:title>         <jats:p>One of the most contestable problems in online learning is concept dri"
"781","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Concept Drift and Evolution Detection in Fusion Diagnosis With Evolving Data Streams","Amirmahyar Abdolsamadi; Pingfeng Wang","2017","Volume 2A: 43rd Design Automation Conference","0","adjacent","0.6","llm","crossref","10.1115/detc2017-68373","https://doi.org/10.1115/detc2017-68373","","no","","yes","<jats:p>Health diagnosis interprets data streams acquired by smart sensors and makes inferences about health conditions "
"782","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Efficient Ensemble Classification for Multi-Label Data Streams with Concept Drift","Yange Sun; Han Shao; Shasha Wang","2019","Information","17","adjacent","0.4","llm","crossref","10.3390/info10050158","https://doi.org/10.3390/info10050158","","no","","yes","<jats:p>Most existing multi-label data streams classification methods focus on extending single-label streams classifica"
"783","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Concept Drift Detection and Adaptive Learning in Multimodal Data Streams","Jiayi Peng; Shengjie Tan","2025","Applied and Computational Engineering","0","adjacent","0.4","llm","crossref","10.54254/2755-2721/2025.ld28905","https://doi.org/10.54254/2755-2721/2025.ld28905","","no","","yes","<jats:p>The rapid growth of AI and data science has made streaming analysis crucial in finance, healthcare, IoT, and tra"
"784","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Detecting and Adapting to Concept Drift in Large-Scale Internet of Medical Things Data Streams: A Drift-Oriented Framework","Vikash Maheshwari; Nurul Aida Bt Osman; Hanita Daud; Angelina Prima Kurniati; Wan Nur Syahidah Bt. Yousaf","2024","","1","adjacent","0.4","llm","crossref","10.21203/rs.3.rs-3982655/v1","https://doi.org/10.21203/rs.3.rs-3982655/v1","","no","","yes","<title>Abstract</title>         <p>Purpose  The surge in Internet-of-Medical-Things (IoMT) and smart devices has resulte"
"785","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Utilizing an Ensemble Framework for Real-Time Spatiotemporal Data Streams Concept Drift Handling in Crime Classification","Ature Angbera; Huah Yong Chan","2024","Informatica","0","adjacent","0.4","llm","crossref","10.31449/inf.v48i2.4870","https://doi.org/10.31449/inf.v48i2.4870","","no","","yes","<jats:p>The number of systems and devices broadcasting spatiotemporal data has recently significantly increased. Streami"
"786","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","A Drift-Oriented Adaptive Framework for Concept Drift Detection in Large-Scale Internet-of-Medical-Things Data Streams","Vikash Maheshwari; Nurul Aida Bt. Osman; Hanita Daud; Angelina Prima Kurniati; Wan Nur Syahidah Bt. Wan Yusoff","2024","","3","adjacent","0.4","llm","crossref","10.1101/2024.02.16.24302969","https://doi.org/10.1101/2024.02.16.24302969","","no","","yes","<jats:title>Abstract</jats:title>                 <jats:sec>                   <jats:title>Background</jats:title>      "
"787","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Literature Review on Concept Drift in High-Dimensional Data Streams: Challenges and Detection Methods","","2025","International Journal of Advanced Trends in Computer Science and Engineering","0","adjacent","0.5","llm","crossref","10.30534/ijatcse/2025/021412025","https://doi.org/10.30534/ijatcse/2025/021412025","","no","","yes","<jats:p>Concept drift, the phenomenon where the underlying data distribution changes over time, presents significant cha"
"788","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Challenges on Classifying Data Streams with Concept Drift","Eduardo Victor Lima Barboza; Paulo Ricardo Lisboa de Almeida","2022","Anais Estendidos do XXXVII Simpósio Brasileiro de Banco de Dados (SBBD Estendido 2022)","1","adjacent","0.4","llm","crossref","10.5753/sbbd_estendido.2022.21854","https://doi.org/10.5753/sbbd_estendido.2022.21854","","no","","yes","<jats:p>Concept Drift is a common problem when we are working with Machine Learning. It refers to changes in the target "
